Date,User,Message
3/10/24 23:54,엄지척 프로도,감사합니다 TA님
3/10/24 23:55,하트뿅뿅 라이언,4번 문제에서는 정확히 어떤 결과를 pdf에 첨부해야 하나요? 
3/10/24 23:57,애교뿜뿜 무지,그냥 코드와 실행 결과를 볼 수 있는 pdf를 제출하면 문제 없을 것 같습니다 - 원본 같은 경우 실행 여건이 다르면 실행 시 다르게 나타날 수도 있으니까요
3/10/24 23:59,TA Hyojun,각 alpha마다 random starting points가 어디로 수렴하는지 잘 나타날 수 있도록 결과를 정리해서 첨부하시면 됩니다.
3/11/24 0:00,택배 상자를 든 네오,문제 5번에서 Hint처럼 np.asarray를 이용해서 한줄로 작성해야 답안이 인정되나요 아니면 행렬을 직접 만들지만 않으면 되는걸까요?
3/11/24 0:01,TA Hyojun,꼭 Hint처럼 구현하실 필요는 없습니다. 행렬 A를 직접 만들지 않고 @ 연산을 효율적으로 수행할 수 있도록 코드를 짜시면 됩니다.
3/11/24 0:07,애교뿜뿜 무지,감사합니다~
3/11/24 0:44,음료 마시는 어피치,죄송한데 혹시 코드가 효울적으로 수행한다는 것은 어떻게 알 수 있나요?
3/11/24 0:44,Ernest Lee,A를 implement하지 않고 component에 집중하시면 됩니다
3/11/24 0:45,Ernest Lee,redundant 0을 어떻게 하면 무시할까에 focusing한다고 생각하시면 될 거 같아요
3/11/24 0:45,심수기모띠,이건 invertible assumption 때문인거죠?
3/11/24 1:05,TA Hyojun,"주어진 행렬이 XTX 꼴이므로 positive semidefinite이며, invertible 조건이 더해져 positive definite가 됩니다."
3/11/24 1:08,시무룩한 튜브,"from scipy. linalg import circulant
A = circulant (np. concatenate((np.flip(k),np.zeros (n-r) ) )) [r-1:,:] 

이 코드가 답에 포함되어 있으면 안되는 건가요?"
3/11/24 1:08,Ernest Lee,저건 지우셔야 합니다
3/11/24 1:08,Ernest Lee,아니면 주석처리 하거나 ..
3/11/24 1:09,심수기모띠,네 감사합니다.
3/11/24 1:34,전커서교수님이될래요,"5번은 코드(.py)만 제출해도 상관없나요, 아니면 실행 결과도 출력을 캡쳐해서 PDF로 제출해야하나요?"
3/11/24 1:36,TA Hyojun,실행 결과도 pdf로 제출해 주시기 바랍니다
3/11/24 10:02,불 뿜는 튜브,불 뿜는 튜브님이 들어왔습니다.
3/11/24 11:38,이승환,이승환님이 들어왔습니다.
3/11/24 12:11,화난 라이언,"혹시 공지사항에 있는 pdf 변환 사이트에서
pyppeteer-install 을 code prompt에 입력하라고 되어있는데 
code prompt가 어딜 의미하는건가요..?"
3/11/24 12:18,TA chaeju,터미널입니다.
3/11/24 12:24,JX,"If I executed the code in ipynb file, the result is included in the coding file. Do I still need to capture the resuit and summit seperately in PDF?"
3/11/24 12:26,TA chaeju,"Yes, you can directly convert the ipynb file (and its result) into pdf file (and this is preferred). please check out the etl announcement."
3/11/24 12:42,택배 상자를 든 네오,택배 상자를 든 네오님이 들어왔습니다.
3/11/24 13:12,화나서 방방 뛰는 튜브,전치 컨볼루션하고 A.T@는 동일한 개념인가요?
3/11/24 13:15,부탁하는 네오,코드 좀 읽어보시면 아시겠지만 A.T를 정의할 때 전치를 처리해주는 과정이 있습니다
3/11/24 13:15,부탁하는 네오,@는 행렬곱 수행하는 거구요
3/11/24 13:17,화나서 방방 뛰는 튜브,네 감사합니다
3/11/24 13:54,츄리닝안경 네오,츄리닝안경 네오님이 들어왔습니다.
3/11/24 14:48,비옷입은 튜브,혹시 문제5 A크기가 (n+2(r-1))*n 아닌가요?
3/11/24 14:50,gg,gg님이 나갔습니다.
3/11/24 15:56,TA Hyojun,"답장이 늦었는데, (n-r+1)xn이 맞습니다."
3/11/24 16:01,Piepie,주피터에서 pdf로 변환할 때 에러가 발생하는데 뭐가 원인인지 아시는분 있을까요.
3/11/24 16:01,Piepie,사진
3/11/24 16:02,Piepie,사진
3/11/24 16:02,Piepie,터미널로 깔았는데 잘 안 되네요
3/11/24 16:09,멋쩍은 튜브,정 안 되면 prt screen 해서 제출하세요
3/11/24 16:09,멋쩍은 튜브,얼마 안남아서 걱정돼서요
3/11/24 16:17,휘파람 프로도,저도 그냥 html로 내보내기 한 후에 print -> pdf 저장해서 제출했습니다. 여러 방법으로 시도했는데 계속 에러가 나더라고요..
3/11/24 16:21,아침햇살,크로뮴까지 안 하셔도 되고 nbconvert랑 윈도우면 miktek만 깔면 변환됩니다
3/11/24 16:21,시무룩한 튜브,"챕터 1 ppt 42쪽 마지막 문장 : However, if the expectation is difficult to compute, GD is impractical and SGD is preferred. 라는 문장에서 질문이 있습니다.

expectation 이 계산하기 어려운 상황이라면, 왜 확률을 이용하는 SGD 가 더 선호되는지 이해가 잘 가지 않습니다."
3/11/24 16:23,멋쩍은 튜브,"Difficult to compute -> 계산량이 많다
그래서 계산이 빠른 sgd를 쓴다 아닐까요...? 제생각입니다"
3/11/24 16:27,DL하는 블루,"예를 들어 N=10^10이라고 하면...
한 스텝 내려가는 데 10^10번의 계산이 필요하겠죠.

그래서 차라리 한 성분씩만 가더라도 일단은 내려가는 게 더 빠르다는 게 SGD의 철학이고,

나아가 이왕 일부만 내려가는 김에 되는 만큼 많은 성분 내려가자는 게 mini batch SGD의 철학 같습니다."
3/11/24 16:34,음악듣는 어피치,음악듣는 어피치님이 들어왔습니다.
3/11/24 17:16,먹보 네오,조교님 혹시 메일 확인 부탁드려도 될까요?
3/11/24 17:22,TA chaeju,삭제된 메시지입니다.
3/11/24 17:22,TA Youngmin,"Solutions for hw1 are uploaded on ETL. 
Please feel free to reach TA for any questions regarding solutions."
3/11/24 17:27,마이크를 든 라이언,"조교님 혹시 과제 파일은 첨부가 되었는데, 코드 파일이 첨부 되지 않았는데 메일로 제출해도 괜찮을까요?"
3/11/24 17:43,먹보 네오,저도 같은 질문 메일로 드렸습니다 ㅠㅠ 자세히 안내해주셨는데 이런 세부사항을 놓쳐서 죄송합니다..
3/11/24 18:06,초롱초롱 어피치,초롱초롱 어피치님이 들어왔습니다.
3/11/24 18:25,열심히 일하는 네오,혹시 HW1 Problem 3답안에서 top eigenvector의 정의가 어떻게 되나요? 
3/11/24 18:26,눈빛 애교 어피치,눈빛 애교 어피치님이 나갔습니다.
3/11/24 18:29,초롱초롱 어피치,가장 큰 eigenvalue에 대응되는 eigenvector입니다
3/11/24 18:29,인사하는 제이지,과제 답안 어디에 올라와있나요?
3/11/24 18:29,열심히 일하는 네오,Etl이요
3/11/24 18:31,Tychonoff,Tychonoff님이 들어왔습니다.
3/11/24 18:36,열심히 일하는 네오,"감사합니다. 근데 답안에서 
The top eigenvector component of (theta0 - theta*) is nonzero라고 되어있는데 왜 이렇게 되는 거죠? 
혹시 theta* 안의 X^TX를 염두에 두고 한 말인가요?"
3/11/24 18:41,하트뿅뿅 라이언,lower dimensional이 아니라서 그런거 아닌가요
3/11/24 18:42,TA chaeju,삭제된 메시지입니다.
3/11/24 18:42,TA chaeju,"\Lambda는 diagonal에 X^T X의 eigenvalue들을 나열한 matrix인데요, X^T X의 largest eigenvalue가 \Lambda의 m번째 대각선 칸에 있다고 합시다. (즉, m번째 row&column)

만약 (theta0 - theta*)의 m번째 component가 0이 아니라면, (I - \alpha {\Lambda}^k)(theta0-theta*)의 m번째 component가 (nonzero) * (1-\alpha{\rho(X^t X)}^k)가 되어, 발산합니다."
3/11/24 18:44,N이 되고픈 엡실론,삭제된 메시지입니다.
3/11/24 18:49,열심히 일하는 네오,그런 의미에서 하신 말씀이셨군요. 상세한 답변 감사합니다!
3/11/24 18:50,.,"해설에서
The top Eigenvector equal to an (n-1) dimensional set
의 표현이 잘 이해되지 않습니다.

Top eigenvector 가
R^(n-1) 안에 있다고 보면 될까요?"
3/11/24 18:51,TA chaeju,"typo네요

the vectors such that top eigenvector component equal to 0 is an (n-1)-dimensional set

으로 읽어주시면 될 것 같습니다."
3/11/24 18:58,.,"아 그렇군요
추가로
 (n-1) dimensional set 이면 어떤점이 다른지 잘 모르겠습니다"
3/11/24 19:01,TA chaeju,"문제에서 보이라고 한 statement가, ""for most"" starting point theta0에 대해 diverge함을 보이는 것이었습니다.

measure theory에서, lower dimensional set은 measure 0 set입니다. (평면의 부피를 0, 직선의 넓이를 0이라 부르는 것과 비슷하다고 이해하셔도 좋습니다).

따라서, (n-1) dimensional set (top eigenvector component가 0인 벡터)을 제외한 모든 곳에서 발산함을 증명하였으므로, ""for most"" starting point에서 발산함을 증명한 것이 됩니다."
3/11/24 19:04,심수기모띠,"제가 이해를 정확히 했는지 몰라서 여쭙고 싶습니다.

비유하면 R^2에서 x축과 y축의 합집합이 measure zero라는 논리인가요?"
3/11/24 19:06,.,넵 감사합니다
3/11/24 19:06,TA chaeju,"그렇습니다. 

사실 P의 행/렬을 적절히 조작하여 top eigenvector component가 1이라 가정할 수 있으므로, 드신 예시에서 ""x축""이 ""R^2""에서 measure zero set이므로~ 하는 논리여도 충분합니다."
3/11/24 19:07,심수기모띠,아 이해했습니다. 친절한 설명 감사드립니다.
3/11/24 19:32,화나서 방방 뛰는 튜브,다음 과제는 언제 나오나요?
3/11/24 19:34,TA Hyojun,Homework 2 is uploaded on class website(not eTL).
3/11/24 19:35,애교뿜뿜 무지,삭제된 메시지입니다.
3/11/24 19:36,애교뿜뿜 무지,(There is a typo on the due date in HW 2)
3/11/24 19:47,TA Hyojun,Thank you for letting me know. There is a typo on the due data in HW2 pdf file. HW2 is due March 18(5pm)!
3/11/24 19:50,TA Youngmin,"There were some inquires regarding extra submission of hw1 due to missing files. 

We won't take any extra submissions on the homework because answers for the homework were posted a few minutes after the due time. Also, it was notified on ETL(and several times on this open chat room) that both source code and result should be submitted.

However, because it was our first homework on this course, if source code is included in submitted pdf file we will assume you have submitted the source code file with the same code.

Please make sure you have submitted all required files afterwards.

Thank you."
3/11/24 19:53,화나서 방방 뛰는 튜브,잠시 깜빡했네요 감사합니다
3/11/24 19:55,먹보 네오,감사합니다! 다음 제출 때는 주의하겠습니다ㅠㅠ
3/11/24 20:31,열심히 일하는 네오,Hw2 Problem1에서 나오는 log는 밑이 e라고 보면 되죠?
3/11/24 20:57,기지개 고양이,사진
3/11/24 20:58,기지개 고양이,"과제2번 problem 2의 accuracy 그래프가 problem1과는 다르게 상당히 이상하게 나오는데 정상인가요?
계속해서 잘못한 부분을 찾는데 안보이네요...
loss func.의 마지막 lambda항 때문에 저렇게 되는 것인가 하여 질문드립니다"
3/11/24 20:58,기지개 고양이,(만약 해당 사진이 문제가 된다면 지우겠습니다)
3/11/24 20:59,신난 어피치,alpha 값을 줄여보는 건 어떨까요??
3/11/24 21:01,기지개 고양이,alpha 값을 1e-4 까지 줄였는데
3/11/24 21:01,.,.님이 나갔습니다.
3/11/24 21:01,기지개 고양이,마치 푸리에변환 한거 같이 몇몇 점에서의 스파이크만 있고 나머지는 저조하네요
3/11/24 21:02,기지개 고양이,사진
3/11/24 21:03,기지개 고양이,삭제된 메시지입니다.
3/11/24 21:06,기지개 고양이,소스코드를 올릴수도 없고... 제가 질문하는 예의가 없군요 ㅠㅠ
3/11/24 21:06,기지개 고양이,조금더 스스로 고민해보겠습니다
3/11/24 21:08,송민창,해당 답변이 정확하게 이해되지 않아 다시 질문드립니다. (I-alphaX^TX)^K = P*(I-alpha*Lambda)^k*P^T 로 바꿔주면 (theta^0-theta^star)앞에 P^T가 와서 P^T*(theta^0-theta^star)의 m번째 component가 nonzero가 되게끔 설정해줘야하는 것 아닌지 의문이 생깁니다.
3/11/24 21:20,TA chaeju,삭제된 메시지입니다.
3/11/24 21:24,TA chaeju,"아 네 맞습니다. 제가 실수했네요

solution에서처럼 X^t X = P^t \Lambda P로 대각화하면
P의 각 row는 X^t X의 eigenvector의 transpose가 됩니다.
(편의상 eigenvalue들이 내림차순으로 Lambda의 diagonal에 자리했다 가정하겠습니다.)

이 때 P(theta0 - theta*)의 i-th component는 
(X^tX의 i-th eigenvalue의 corresponding eigenvector)와 (theta0-theta*)의 내적값이 되므로,
다르게 해석하면 (theta0 - theta*)벡터의 i-th eigenvector 방향 성분이라고 말할 수 있습니다. (이게 top eigenvector component라고 쓴 이유입니다)"
3/11/24 21:25,송민창,감사합니다☺️
3/11/24 21:34,TA chaeju,"여기서도 오타가 좀 있는데…
(I- \ alpha{\Lambda}^k)가 아니라 (I - \alpha\Lambda)^k입니다.
(solution에는 문제없습니다)"
3/11/24 21:36,눈물바다에 빠진 라이언,hw2에서 problem1~3처럼 스켈레톤 코드가 주어지지 않았지만 파이썬을 활용하는 경우에도 .py 또는 .ipynb 파일을 제출하면 될까요?
3/11/24 21:40,TA chaeju,"네, 같이 제출해주시면 됩니다."
3/11/24 21:40,눈물바다에 빠진 라이언,넵 감사합니다!
3/11/24 22:36,눈물바다에 빠진 라이언,사진
3/11/24 22:36,눈물바다에 빠진 라이언,"Chapter 1 코드 관련하여 질문드립니다!
그래프에서 (||Xθ-Y||^2)/(2N)의 값을 비교하지 않고 ||Xθ-Y||^2의 값을 비교한 것은 2N을 나누지 않아도 결과는 똑같고, 굳이 매 iteration마다 2N을 나누어서 속도를 저하시킬 필요가 없어서인가요?"
3/11/24 22:52,TA Hyojun,네 맞습니다. 값을 비교하기만 하면 되므로 2N으로 나누지 않은 것으로 보입니다.
3/11/24 23:06,눈물바다에 빠진 라이언,넵 감사합니다!!
3/11/24 23:15,건방진 제이지,"hw1_sol의 conv1D_sol.py, TransposedConvolution1d class의 matmul 함수에서 np.flip을 매 iteration(j for문) 마다 반복할 경우 iteration에 비례해서 시간이 늘어나게 되어서 충분히 효율적이지 않다고 생각이 드는데 이렇게 구현한 이유가 따로 있을까요?"
3/12/24 9:13,인사하는 프로도,can I use torch in HW2 except for prob 7?
3/12/24 9:59,Luca [루카],Has the chapter 1 notebook on the site been updated to include cyclic minibatch SGD (just via vector operations not using pytorch as in the chapter 2 notebook) yet?
3/12/24 12:42,TA Hyojun,코드를 간결하게 작성하기 위한 것 같습니다. 해당 문제는 sparse한 A matrix를 메모리에 직접 저장하는 것과 불필요한 0*a 연산을 수행하는 것을 피하는 것이 목표이므로 말씀해주신 부분은 크게 고려하지 않아도 괜찮을 것 같습니다.
3/12/24 12:44,TA Hyojun,"I recommend not using pytorch in HW2(Implementing SGD from scratch would be a good practice), but it is not necessary."
3/12/24 14:19,생각하는 라이언,생각하는 라이언님이 나갔습니다.
3/12/24 16:35,으쓱으쓱 어피치,"3.11강의의 코드에서, optimizer의 learning rate scaling을 이유를 조금 더 자세히 알 수 있을까요?"
3/12/24 16:56,인사하는 프로도,"in twolayerSGD, there is a line that saves the result in png. Do I have to submit this along with the pdf?"
3/12/24 17:01,음료 마시는 어피치,삭제된 메시지입니다.
3/12/24 17:06,시무룩한 튜브,Redo 제출은 채점결과가 나온 후 정해진 기한까지 제출하는 건가요?
3/12/24 17:15,건배하는 프로도,채점결과는 언제쯤 나오나요?
3/12/24 17:22,TA Youngmin,Yes. Redo will take re-do submissions after grading of homework is done.
3/12/24 17:22,TA Youngmin,Grading of homework will usually take 2-3 days.
3/12/24 17:44,TA Hyojun,"If the execution result(plot) is already included in the pdf file, you don't need to submit png image."
3/12/24 17:44,TA Hyojun,"lr에 255를 곱한 부분 말씀이신가요? 해당 코드는 DataLoader를 사용해 train/test에 사용되는 데이터를 취합하는데, 이때 0~255 범위의 이미지 픽셀 값이 0~1로 normalize됩니다. 이 점을 고려하여 learning rate에 255를 곱해주었다고 생각하시면 될 것 같습니다."
3/12/24 20:57,.,"For the SGDs in HW2, is there a preferred type of SGD we should use?"
3/12/24 21:39,청소하는 튜브,Vanilla SGD will suffice
3/12/24 22:30,손을 번쩍 든 무지,"혹시 이번 과제의 1,2번 문제도 plotting을 해야 하나요?"
3/12/24 22:32,손을 번쩍 든 무지,"그리고 문제 2번에서 ""Empirically, does the SGD ever encounter a point of non-differentiability?"" 라고 한 부분에 대하여 어떤 식으로 답을 해야 하는지도 더 자세히 알 수 있으면 감사하겠습니다!"
3/12/24 22:35,하트뽀뽀 어피치,"수업과 상관 없는 질문일 수도 있는데,
어떤 데이터 (xi, yi)들에 f_{a,b,c,...}(x)로 피팅할 때 아래 사진과 같은 chi-square을 최소가 되는 것을 목표함수로 피팅하더라고요.
여기서 yi의 표준편차 sigma_i가 반영된 것인데,
혹시 xi의 표준편차도 식에 반영된다면, chi square, 혹은 목표함수의 식이 어떻게 바뀌어야 통계적으로 맞는지 궁금합니다.
관련하여 답을 아시거나, 관련 키워드를 아시거나 하는 분들 모두 답변해주시면 감사할 것 같습니다."
3/12/24 22:35,하트뽀뽀 어피치,사진
3/12/24 22:36,수학하는 라이언,수학하는 라이언님이 나갔습니다.
3/12/24 22:56,TA Hyojun,"네 1, 2번 문제도 loss function을 plot해주시면 됩니다. 주어진 random data points로 SGD를 수행할때 non-differentiable point에 도달하는 경우가 있는지 확인해보시면 될 것 같습니다."
3/12/24 22:57,손을 번쩍 든 무지,감사합니다!
3/12/24 23:36,TA Hyojun,사진
3/12/24 23:36,TA Hyojun,사진
3/12/24 23:36,TA Hyojun,삭제된 메시지입니다.
3/12/24 23:38,TA Hyojun,x와 y가 모두 uncertainty를 갖는 경우 다음과 같은 effective variance를 sigma_i 대신 사용하여 fitting을 수행할 수 있습니다. x의 uncertainty가 y보다 상당히 작으면 effective variance를 이용한 fitting이 valid하다고 하는데 저도 자세히는 잘 모르겠네요...
3/12/24 23:41,하트뽀뽀 어피치,"답변 감사드립니다. 혹시 말씀하신 ""x의 uncertainty가 y보다 상당히 작으면 effective variance를 이용한 fitting이 valid하다"" 내용의 기저 논리도 궁금한데, 혹시 이 내용이 담긴 ref를 알려주실 수 있으신가요?"
3/12/24 23:48,TA Hyojun,"https://pubs.aip.org/aapt/ajp/article-abstract/42/3/224/1049655/Simple-Method-for-Fitting-Data-when-Both-Variables?redirectedFrom=fulltext
3페이지에 해당 내용이 언급되어 있습니다."
3/12/24 23:55,하트뽀뽀 어피치,"조교님, 감사합니다! 정말 큰 도움 되었습니다! 좋은 밤 되세요!"
3/13/24 0:55,신나는 프로도,신나는 프로도님이 들어왔습니다.
3/13/24 10:20,빈털터리 제이지,"과제1 3번 문항 해설에서, (theta.k - theta.*) = P^T*{I - \alpha*\Lambda}^k*P 로 식을 전개하는 것까진 잘 이해가 되는데, 설명주신 부분에서 행렬 P를 포함한 P^T*{I - \alpha*\Lambda}^k*P(theta.0-theta.*) 식이 아닌 (I -{ \alpha*\Lambda}^k)(theta.0-theta.*)만의 m번째 component를 확인하는 것이 헷갈립니다. 단순하게 '행렬 P^T, P는 k와 무관해서 고려하지 않는 것이다' 라고 생각하는게 맞을까요?"
3/13/24 10:23,TA chaeju,"그 설명에 실수가 있었습니다.
수정된 답변을 참고해주세요"
3/13/24 10:34,빈털터리 제이지,이해되었습니다 감사합니다!
3/13/24 10:44,눈물바다에 빠진 라이언,눈물바다에 빠진 라이언님이 나갔습니다.
3/13/24 11:21,기타치는 튜브,"training 과정에서 epoch가 정확히 무슨 뜻인가요? chapter 2 코드를 공부하다가 앞서 SGD를 직접 scratch에서 구현할 때는 iteration 횟수를 지정했는데, torch 활용 코드에서는 이에 관한 부분은 없어 sgd에서 몇 번이나 iteration을 돌리는지 어떻게 결정되는지도 궁금합니다"
3/13/24 11:22,초롱초롱 어피치,데이터셋의 모든 점들을 평균적으로 1번씩 거쳐가면 1 epoch이라고 합니다
3/13/24 11:28,기타치는 튜브,아 그러면 iteration = epoch * batch size라고 이해하면 될까요?
3/13/24 11:29,N이 되고픈 엡실론,Epoch = iter * batch size / total data size로 생각하시면 될듯 합니다
3/13/24 11:29,초롱초롱 어피치,iteration = epoch * (dataset size / batch size) 이죠
3/13/24 11:30,기타치는 튜브,아 batch 개수네요
3/13/24 11:30,기타치는 튜브,감사합니다 !!
3/13/24 11:32,초롱초롱 어피치,epoch의 수는 경험적으로 결정된다고 보면 될거같습니다
3/13/24 11:52,쑥스럽게 인사하는 프로도,"저도 3/11 강의에서 DataLoader를 도입했을 때 lr의 변화와 관련하여 질문이 있습니다.
raw data와 비교해서 DataLoader에서 얻을 수 있는 image는 pixel value scale이 1/255로 줄어드는 셈인데, 그러면 AX+b output을 동일하게 유지하기 위해서는 파라미터 A값이 255배가 되어야 하고, 이에 따라 local minima가 A-loss 그래프 상에서 높이는 유지되고 너비는 넓어지면서 더 완만해지는 것이라고 이해했습니다. training 과정에서 이러한 변화를 상쇄하기 위해 lr에 255를 곱해주는 것이 맞을까요?"
3/13/24 14:23,Tube als Cheerleader,Which variant of SGD are we supposed to use in problem 1? The formula for the loss iterates over all N entries before making a step. I.e. sgd mini batch method with batch size N. Is that what it's supposed to be?
3/13/24 15:11,비옷입은 튜브,혹시 CH1 코드에서 sig를 왜 sig = np.random.rand(p)+0.2 로 정의했는지 궁금합니다 
3/13/24 15:11,열심히 일하는 네오,"If you want to make it from the scratch, I guess uniform random sampling over 1 to N is needed with taking term in the sum to be f_i"
3/13/24 15:12,열심히 일하는 네오,using vanilla SGD
3/13/24 15:12,손을 번쩍 든 무지,"교수님이 이 코드는 신경쓰지 말라고 하셨던 거로 기억하는데, 그냥 임의로 sig를 정하려고 그렇게 정의하신 것 같습니다"
3/13/24 15:15,Tube als Cheerleader,Vanilla SGD as introduced in the lecture doesn't have a sum over all elements though
3/13/24 15:17,청소하는 튜브,"Yes, so you should use the inner function as the definition of SGD: ""STOCHASTIC"" gradient descent uses the function f_i that satisfies E[f_i] = L where L is our real loss formula"
3/13/24 15:19,청소하는 튜브,"Here, i is a random variable such that you extract the index randomly in a code."
3/13/24 15:20,Tube als Cheerleader,Ohhh right. Thank you!!
3/13/24 15:32,비옷입은 튜브,감사합니다!
3/13/24 16:16,피자 먹다 자는 무지,피자 먹다 자는 무지님이 나갔습니다.
3/13/24 16:47,눈물 흘리는 제이지,re-do 의 경우 기존의 hw1 submission에 다시 제출하였는데 이렇게 하면 되는지 아니면 해당 문제만 새로 만들어진 세부문제 항목에 제출하면 되는지 궁금합니다
3/13/24 16:47,.,공지 보시면 후자라고 합니다
3/13/24 16:59,부끄러워하는 라이언,"안녕하세요, HW1 5번문항 코드만 제출하면 되나요, 아니면 결과값을 같이 적어서 제출해야 하나여?"
3/13/24 17:01,비옷입은 튜브,"혹시 이번 중간, 기말 오픈북인가요?"
3/13/24 17:03,TA chaeju,"We made a homework 1-redo submission tab.

As we noticed, you have a chance for re-submission for the problems that you got 1 points.

For the problems that got 0 point, you don't have a chance to redo.

The due for re-submission is 3/20 5:00 pm"
3/13/24 17:07,초롱초롱 튜브,혹시 re-do는 같은 문제에서 답안을 수정해서 제출하면 되는 걸까요?
3/13/24 17:08,TA chaeju,삭제된 메시지입니다.
3/13/24 17:13,TA chaeju,"We will take re-submission for each problem through assignments HW1P1 ~ HW1P5.

Due for re-submission is 3/20 5:00pm.


For those who have recieved 2 points on each problems, you may simply ignore HW1P1 ~ HW1P5.

sorry for the confusion."
3/13/24 17:24,TA Jaewook,전자기기를 사용하지 못 하는 선에서 오픈북일 예정입니다
3/13/24 17:38,신난 어피치,수업 교재가 별도로 없는 걸로 아는데 혹시 오픈북이 페이퍼 만들어가도 된다는 건가요?
3/13/24 17:42,TA Gyeongmin,"네, 전자기기를 제외한 수업 자료, 본인이 공부한 노트, 출력물 등의 반입이 가능합니다."
3/13/24 17:42,건방진 제이지,학점(letter grade) 기준은 어떻게 되나요
3/13/24 17:46,TA Jisun,학점 및 성적 기준과 관련해서는 교수님께 직접 상담하시기 바랍니다.
3/13/24 18:05,부끄러워하는 라이언,"안녕하세요, HW1 5번문항 코드만 제출하면 되나요, 아니면 결과값을 같이 적어서 제출해야 하나여? 그리고 혹시 결과값 없이 코드만 제출했을 시 1점이 부여되는건가요?"
3/13/24 18:12,TA Youngmin,"Please submit both source code and results. No points were deducted due to  missing results in submission.

However, points were deducted if error ocurred when program was ran manually to check results."
3/13/24 18:12,부끄러워하는 라이언,감사합니다!
3/13/24 18:19,택배 상자를 든 네오,안녕하세요! 개인 컴퓨터나 노트북에 외장그래픽카드가 없다면 cuda환경을 사용할 방법이 없는건가요? 아니면 내장 그래픽카드로도 사용가능한 방법이 있나요?
3/13/24 18:20,초롱초롱 어피치,google colab을 이용하시면 됩니다
3/13/24 19:43,열심히 일하는 네오,삭제된 메시지입니다.
3/13/24 19:49,TA Hyojun,"해당 상황에서 주어진 loss의 gradient를 계산해 보시면 X에 대해 linear한 부분이 있음을 확인하실 수 있습니다. normalize하기 전에 lr=1e-4에서 SGD가 잘 수행되었으므로 X가 1/255배가 된 지금은 lr에 255를 곱한 것으로 이해하시면 될 것 같습니다. Decision boundary의 관점에서 생각해 보시면 input값이 모두 1/255배가 되더라도 decision boundary의 normal vector는 달라지지 않을 것이므로 A가 255배가 된다고 보기에는 어려울 것 같습니다. 다만, learning rate는 많은 경우 empirical하게 결정하므로 해당 부분을 너무 엄밀하게 이해하고자 하실 필요는 없을 것 같습니다."
3/13/24 22:35,멋쩍은 튜브,이게 약간 좀 바보같은 질문일 수도 있는데 ㅠㅠ 과제 1의 4번이랑 과제 2의 1번이랑 어떤 차이인지 모르겠어요... 과제 1의 4번은 GD고 2의 1번은 SGD이긴 한데 dataset이 주어지지 않은 상황에서는 같은 거 아닌가요...
3/13/24 22:56,TA Juhyeok,"I believe that the difference between two problems is essentially at the difference between GD and SGD. When using SGD, as described in the slide of Chapter 1, we assume that the data points are given, and we estimate the expectation of the function value using the given finite datasets. So without dataset, I think that the problem would be considered similar, but I also think that using SGD with dataset instead of using GD will make the implementation slightly different."
3/13/24 23:29,멋쩍은 튜브,"아 지금은 X_i, y_i들이 dataset이군요 복습하고 깨달았습니다... 감사합니다 조교님"
3/14/24 11:13,손을 번쩍 든 무지,사진
3/14/24 11:13,손을 번쩍 든 무지,"SGD 코드에 관한 사소한 질문인데요, 위 쪽 노란 부분에서 minimize하고자 하는 값은 ( || Xθ - Y ||^2 ) / 2N 인데 아래쪽 노란 부분에 append하는 값은 || Xθ - Y ||^2 인 특별한 이유가 있는지 알고 싶습니다. 두 개를 minimize하는 게 equivalent하기 때문인 것으로 이해하면 될까요?"
3/14/24 11:17,TA chaeju,네 맞습니다.
3/14/24 11:19,손을 번쩍 든 무지,삭제된 메시지입니다.
3/14/24 11:20,손을 번쩍 든 무지,"감사합니다, 조교님! 그렇다면 ( || Xθ - Y ||^2 ) / 2N 의 minimization을 하고 싶다면 그냥 f_val에 append하는 값을 (linalg.norm(X@theta - Y)**2) / (2*N)으로 하면 되는 것이지요?"
3/14/24 11:28,라이언,라이언님이 나갔습니다.
3/14/24 11:28,TA chaeju,"네, 원래 함수인 ||X@theta - Y||^2 / 2N의 값을 추적하고 싶다면, 말씀하신 대로 코드를 바꾸면 됩니다."
3/14/24 11:28,손을 번쩍 든 무지,감사합니다!
3/14/24 11:58,멋쩍은 튜브,사진
3/14/24 11:58,멋쩍은 튜브,3번 문제에 error/iteration plot도 해야 하나요 아니면 그냥 scatter plot만 하는 것으로 분류가 된다는 것을 보이기 충분할까요?
3/14/24 12:39,TA Hyojun,data point랑 decision boundary만 보여주셔도 충분합니다.
3/14/24 12:46,멋쩍은 튜브,감사합니다!
3/14/24 17:20,건방진 제이지,4번 문제에서 -log x 가 convex 임을 보이기 위해 이계도함수가 양수임을 이용해도 될까요? 아니면 주어진 정의를 이용해야만 하나요?
3/14/24 17:26,기타치는 튜브,저는 정의 이용하는 걸로 이해했습니다
3/14/24 17:31,청소하는 튜브,정의는 적혀있는게 맞는데 convex 성질 때문에 두 번 미분해도 될 거 같습니다
3/14/24 17:42,DL하는 블루,이계도함수가 양수임과 주어진 정의가 동치라는 걸 보여야 하지 않을까요?
3/14/24 18:14,소심한 네오,HW2 에서 LR 이나 SVM 을 이용할 때 직접 구현해서 이용해야 하나요? 아니면 강의 주피터 코드처럼 pytorch 내장 함수를 사용해도 되는건가요?
